author;n;primary_subject
Frédéric Boy;2;Medical Physics
Jean-Pierre Orliaguet;3;Medical Physics
Jose Vázquez-Buenosaires;2;Medical Physics
Anthony Fleury;4;Medical Physics
E.Ranz;1;Classical Physics
Marek Bucki;5;Medical Physics
Fabien Amiot;1;Classical Physics
Jean Paul Roger;1;Classical Physics
Romain Marret;1;Medical Physics
Franz Chouly;4;Medical Physics
Annemie Van Hirtum;6;Classical Physics
Pierre-Yves Lagrée;2;Medical Physics
Robert J Low;1;Physics Education
Marek W. Kowarz;1;Optics
Anthony Duncan;3;History and Philosophy of Physics
Michel Janssen;3;History and Philosophy of Physics
Bernd Hezel;3;Atomic Physics
Ildar Salakhutdinov;2;Optics
Ivan Avrutsky;2;Optics
Romain Boulet;1;Physics and Society
Bertrand Jouve;1;Physics and Society
C. P. Michael;3;Optics
K. Srinivasan;2;Optics
T. J. Johnson;3;Optics
O. Painter;4;Optics
K. H. Lee;2;Optics
K. Hennessy;1;Optics
E. Hu;1;Optics
Brian P. Tighe;1;History and Philosophy of Physics
Matthias Sperl;1;History and Philosophy of Physics
W. Guo;4;No primary subject
J.G. Chen;2;No primary subject
Y.G. Ma;2;No primary subject
X.Z. Cai;2;No primary subject
H.W.Wang;1;Instrumentation and Detectors
C.B.Wang;1;Instrumentation and Detectors
G.C. Lu;2;No primary subject
R.Y. Yuan;2;No primary subject
J.Q. Xu;2;No primary subject
Z.Y.Wei;1;Instrumentation and Detectors
Z. Yan;2;No primary subject
W.Q. Shen;2;No primary subject
Joachim Kopp;1;Computational Physics
Shahpoor Saeidian;3;Atomic Physics
Emmanuel Chartier-Kastler;3;Medical Physics
Fernando Gimenez;2;Optics
Amparo Pons;1;Optics
Maykel Leonardo Gonzalez-Martinez;4;No primary subject
A. A. Kiselev;1;Optics
V. V. Petrov;1;Optics
Yu. K. Dolgikh;1;Optics
A. D. Wieck;3;Optics
H. Nguyen;2;No primary subject
Sean A. Barton;2;No primary subject
D. Darcet;1;Physics and Society
Ronald P. Gruber;1;General Physics
S. Balestra;4;Instrumentation and Detectors
A. Kumar;5;Instrumentation and Detectors
A.R. Margiotta;1;Instrumentation and Detectors
E. Medinaceli;4;Instrumentation and Detectors
V. Popa;4;Instrumentation and Detectors
I.E. Qureshi;3;Instrumentation and Detectors
M.A. Rana;1;Instrumentation and Detectors
M. Spurio;3;Instrumentation and Detectors
V. Togo;6;Instrumentation and Detectors
C. Valieri;1;Instrumentation and Detectors
Meindert A. van Dijk;1;Optics
Markus Lippitz;1;Optics
Daniel Stolwijk;1;Optics
Michel Orrit;1;Optics
Sandor Varro;5;Plasma Physics
Y.J.Hung;2;Optics
R. Driben;1;Optics
Y. Oz;1;Optics
A. Gubeskys;1;Optics
J.-P.Martin;1;Instrumentation and Detectors
K.Sachs;1;Instrumentation and Detectors
Kwang-Il Goh;1;Data Analysis, Statistics and Probability
M. Dance;3;General Physics
J. Pomplun;3;Optics
F. Scholze;1;Optics
C. Laubis;1;Optics
U. Dersch;1;Optics
Armin Lühr;9;Atomic Physics
Omar-Alexander Al-Hujaj;1;Atomic Physics
Xavier Guichet;1;Geophysics
Nicole Catel;1;Geophysics
V. B. Bychkov;1;Instrumentation and Detectors
V. S. Demidov;1;Instrumentation and Detectors
E. V. Demidova;1;Instrumentation and Detectors
A. N. Ermakov;1;Instrumentation and Detectors
O. D. Ershova;1;Instrumentation and Detectors
B. S. Ishkhanov;1;Instrumentation and Detectors
V. P. Maslyany;1;Instrumentation and Detectors
A. Yu. Sokolov;1;Instrumentation and Detectors
N. A. Khaldeeva;1;Instrumentation and Detectors
Petr Cizmar;2;Instrumentation and Detectors
Ilona Mullerova;1;Instrumentation and Detectors
Marcus Jacka;1;Instrumentation and Detectors
Andrew Pratt;1;Instrumentation and Detectors
Leslie O. Dickie;1;Physics Education
Helena Dedic;1;Physics Education
Steven Rosenfield;1;Physics Education
Eva Rosenfield;1;Physics Education
Rebecca A. Simon;1;Physics Education
A.W. Beckwith;6;General Physics
G.F. Torres del Castillo;3;Classical Physics
I. Rubalcava Garcia;3;Classical Physics
P.-E. Vert;1;Instrumentation and Detectors
G. Montarou;2;No primary subject
N. Pauna;1;Instrumentation and Detectors
B. Joly;1;Instrumentation and Detectors
H. Mathez;1;Instrumentation and Detectors
R. Gaglione;2;Instrumentation and Detectors
P. Le Dû;1;Instrumentation and Detectors
M. Hohnisch;1;Physics and Society
O. Kutoviy;1;Physics and Society
M. Kotyrba;2;Atomic Physics
K. Sycza;1;Atomic Physics
R. W. McKeown;1;Instrumentation and Detectors
D. E. Reyna;1;Instrumentation and Detectors
Dirk Jacobmeier;1;Physics and Society
Carsten Fortmann;5;Plasma Physics
Gerd Röpke;3;Plasma Physics
August Wierling;4;Plasma Physics
S. Schlesser;2;Atomic Physics
J.M.F. Dos Santos;2;No primary subject
L.M. Simons;2;Atomic Physics
M. Trassinelli;2;Atomic Physics
J. Veloso;2;No primary subject
E. Nebbat;1;Plasma Physics
R. Bharuthram;1;Plasma Physics
M.Kozlowski;1;General Physics
J.Marciak-Kozlowska;2;General Physics
T. Fujita;2;General Physics
S. Kanamaki;1;General Physics
A. Kusaka;3;General Physics
S. Oshima;2;General Physics
Wojciech Slomczynski;2;Physics and Society
Karol Zyczkowski;3;Physics and Society
J. W. Thomsen;6;Atomic Physics
X. Huang*;1;Optics
M. Notcutt;1;Optics
T. Zanon;3;Atomic Physics
S. M. Foreman;2;No primary subject
Ayaka Sakata;1;Data Analysis, Statistics and Probability
Masato Hisakado;4;No primary subject
Shintaro Mori;4;No primary subject
D. Grojo;1;Optics
J. Hermann;1;Optics
S. Bruneau;1;Optics
T. Itina;1;Optics
H. Le Sueur;2;Instrumentation and Detectors
P. Joyez;2;Instrumentation and Detectors
Zhongzhi Zhang;20;Physics and Society
Francesc Comellas;3;Physics and Society
Guillaume Fertin;1;Physics and Society
André Raspaud;1;Physics and Society
Lili Rong;1;Physics and Society
Shuigeng Zhou;18;Physics and Society
A. L. Dmitriev;4;General Physics
Marcel Blattner;4;Physics and Society
S. Ali;2;Plasma Physics
A. Mangiarotti;1;Instrumentation and Detectors
M. L. Benabderrahmane;1;Instrumentation and Detectors
P. Sona;1;Instrumentation and Detectors
James Kirkpatrick;1;Chemical Physics
Carl E. Carlson;2;Atomic Physics
Diana Valencia;1;Astrophysics
Dimitar D. Sasselov;1;Astrophysics
Rirchard J. O'Connell;1;Astrophysics
S. J. Curran;1;Astrophysics
Takahiko Matsubara;1;Astrophysics
O. Lanciano;2;Astrophysics
Sébastien Leygnac;1;Astrophysics
Laurent Boireau;1;Astrophysics
Claire Michaut;1;Astrophysics
Thierry Lanz;1;Astrophysics
Chantal Stehlé;1;Astrophysics
Christine Clique;1;Astrophysics
Yutaka Fujita;1;Astrophysics
Nobuhiro Okabe;1;Astrophysics
P.Oliva;1;Astrophysics
John T. Markert;1;Materials Science
Julián Candia;6;Physics and Society
Anne-Claire Dupuis;1;Other Condensed Matter
Stéphan Fauve;4;No primary subject
C. A. Ullrich;4;No primary subject
G. Vignale;2;Materials Science
J. Lao;1;Materials Science
J.M. Nedelec;1;Materials Science
P. Moretto;2;No primary subject
Juha Karvanen;1;Superconductivity
Juha J. Vartiainen;1;Superconductivity
Andrey Timofeev;1;Superconductivity
Jukka Pekola;1;Superconductivity
Thomas D. Kühne;1;Materials Science
Matthias Krack;1;Materials Science
Fawzi R. Mohamed;1;Materials Science
B. Jayashree;2;Materials Science
Ramani;2;Materials Science
M.C.Radhakrishna;1;Materials Science
Anil Agrawal;1;Materials Science
Saif Ahmad Khan;1;Materials Science
Itzhak Fouxon;7;Soft Condensed Matter
Oleg Zaitsev;4;No primary subject
A.P. Itin;1;Other Condensed Matter
S. Watanabe;1;Other Condensed Matter
R. Mansilla;1;Information Retrieval
E. Köppen;1;Information Retrieval
G. Cocho;1;Information Retrieval
P. Miramontes;1;Information Retrieval
D. H. Delphenich;2;No primary subject
Peter W. Graham;4;General Relativity and Quantum Cosmology
Jason M. Hogan;6;No primary subject
Mark A. Kasevich;6;No primary subject
K. Urbanowski;1;High Energy Physics - Phenomenology
Emil T.Akhmedov;1;High Energy Physics - Phenomenology
Douglas Singleton;3;No primary subject
Leonardo Gualtieri;2;High Energy Physics - Theory
Horace W. Crater;3;High Energy Physics - Theory
F.J. Vanhecke;1;Mathematical Physics
C. Sigaud;1;Mathematical Physics
A.R. da Silva;1;Mathematical Physics
M. Takigawa;1;Adaptation and Self-Organizing Systems
T. Nakazawa;1;Adaptation and Self-Organizing Systems
Seung-Bae Cools;1;Adaptation and Self-Organizing Systems
Bart D'Hooghe;2;No primary subject
Conrad J. Perez-Vicente;1;Adaptation and Self-Organizing Systems
A. Bistagnino;2;Chaotic Dynamics
Yao Cheng;12;Quantum Physics
Zhongming Wang;4;Quantum Physics
H.W. Wang;1;Nuclear Experiment
C.B. Wang;1;Nuclear Experiment
Q.Y. Pan;1;Nuclear Experiment
Z.Y. Wei;1;Nuclear Experiment
John F. Beausang;2;No primary subject
Chiara Zurla;2;No primary subject
Luke Sullivan;1;Biomolecules
Laura Finzi;2;No primary subject
A. Ciudad;1;Biomolecules
J.M. Sancho;1;Biomolecules
G.P. Tsironis;1;Biomolecules
Robert H. Clewley;1;Quantitative Methods
John M. Guckenheimer;1;Quantitative Methods
Francisco J. Valero-Cuevas;1;Quantitative Methods
Igor B. Mekhov;6;Quantum Physics
Christoph Maschler;3;Quantum Physics
Helmut Ritsch;9;Quantum Physics
L. T. Chadderton;1;Quantum Physics
S. Yu. Kun;1;Quantum Physics
K.D. Sen;4;Chemical Physics
Diana Ma;1;Fluid Dynamics
M.J. Wright;3;Atomic Physics
J.A. Pechkis;3;Atomic Physics
J.L. Carini;3;Atomic Physics
P.L. Gould;4;Atomic Physics
Amélie Neuville;1;Geophysics
Renaud Toussaint;5;Geophysics
Jean Schmittbuhl;5;Geophysics
O.R.Tutty;1;Fluid Dynamics
Christoph W.Lerche;1;Medical Physics
M. Tabrizi;2;Accelerator Physics
S. J. Seltzer;3;Atomic Physics
P. J. Meares;1;Atomic Physics
Hernando Garcia;2;Optics
Justin Trice;1;Optics
Ramki Kalyanaraman;2;Optics
Radhakrishna Sureshkumar;2;No primary subject
Eric R. Tkaczyk;1;Optics
Sylvain Rivet;1;Optics
Lionel Canioni;1;Optics
Stéphane Santran;1;Optics
Laurent Sarger;1;Optics
Tobias M. Schneider;5;Fluid Dynamics
Juergen Vollmer;1;Fluid Dynamics
E. Pleguezuelos;1;Optics
A. Carnicer;1;Optics
J. Andilla;1;Optics
E. Martin-Badosa;1;Optics
M. Montes-Usategui;1;Optics
Giulia Iori;3;Physics and Society
Roberto Reno';2;No primary subject
Giulia De Masi;1;Physics and Society
Bing He;1;Classical Physics
Karim Demmou;2;Classical Physics
Sandrine Bec;6;Classical Physics
Jean-Luc Loubet;3;Classical Physics
Jean-Michel Martin;1;Classical Physics
Gabor Nagy;1;Physics and Society
Felix Kalkum;1;Optics
Helge A. Eggert;1;Optics
Tobias Jungk;1;Optics
Karsten Buse;1;Optics
Mustafa Sabri Kilic;3;Chemical Physics
Armand Ajdari;3;Chemical Physics
T. Tomaru;1;Instrumentation and Detectors
N. Sato;1;Instrumentation and Detectors
T. Shintomi;1;Instrumentation and Detectors
Y. Ikushima;1;Instrumentation and Detectors
Md. Nurujjaman;9;Plasma Physics
Ramesh Narayanan;4;Plasma Physics
A.N. Sekar Iyengar;4;Plasma Physics
Thomas Durand;1;Instrumentation and Detectors
L.L. Frumin;1;Optics
D.A. Shapiro;2;No primary subject
Maria Veronica D'Angelo;4;Fluid Dynamics
Catherine Allain;2;Fluid Dynamics
A.V.Gavrilov;1;General Physics
Eugeniusz Chimczak;2;Optics
G.L. Buchbinder;2;No primary subject
K.M. Chistilin;2;No primary subject
Milan Krbalek;1;Data Analysis, Statistics and Probability
Jean-David Hoernel;1;Classical Physics
Maryam Boozarjmehr;1;Optics
Ali Rostami;1;Optics
Luk R. Arnaut;1;Optics
J Vanneste;1;Fluid Dynamics
I Yavneh;1;Fluid Dynamics
Fu Min Huang;2;Optics
Yifang Chen;1;Optics
F. Javier Garcia de Abajo;1;Optics
Nikolay Zheludev;1;Optics
M.B.Costa e Silva;1;Optics
Q. Xu;1;Optics
S. Agnolini;1;Optics
P. Gallion;1;Optics
F.J. Mendieta;1;Optics
Stefano Lepri;3;Optics
Stefano Cavalieri;2;Optics
Gian-Luca Oppo;1;Optics
Diederik S. Wiersma;1;Optics
C.E. Rogers III;1;Atomic Physics
Ines Waldmueller;1;Optics
Michael C. Wanke;1;Optics
M.L. Martinez Ricci;1;Optics
J. Mazzaferri;1;Optics
A.V. Bragas;1;Optics
O.E. Martinez;1;Optics
Aristeidis Karalis;1;Optics
K. Verelst;1;History and Philosophy of Physics
B. Coecke;1;History and Philosophy of Physics
Dan Tanaka;1;Physics and Society
V.A. Kudryavtsev;2;No primary subject
P.K. Lightfoot;2;Instrumentation and Detectors
N.J.C. Spooner;6;Instrumentation and Detectors
A.N.Sekar Iyengar;3;Plasma Physics
Roman Binter;3;Atmospheric and Oceanic Physics
Adam O'Shay;4;Atmospheric and Oceanic Physics
Jan E.S. Bergman;1;Space Physics
Tobia D. Carozzi;3;No primary subject
S. Khademi;1;Optics
A. Darudi;1;Optics
M. Shahsavari;1;Optics
Jing Zhao;1;Physics and Society
Lin Tao;1;Physics and Society
Hong Yu;1;Physics and Society
Jian-Hua Luo;1;Physics and Society
Zhi-Wei Cao;1;Physics and Society
Yi-Xue Li;1;Physics and Society
Devis Contarato;13;Instrumentation and Detectors
Piero Giubilato;12;Instrumentation and Detectors
Leo Greiner;2;Instrumentation and Detectors
Lindsay Glesener;7;Instrumentation and Detectors
Benjamin Hooberman;4;Instrumentation and Detectors
F. Leyvraz;1;Plasma Physics
G. Attuel;1;Plasma Physics
M. Errico;2;Instrumentation and Detectors
A. Margiotta;4;Instrumentation and Detectors
S. J. Smullin;2;No primary subject
G. Vasilakis;2;No primary subject
S. Weyers;4;Atomic Physics
Mathieu Bouville;6;Physics and Society
R. Sattler;2;Fluid Dynamics
A. Kityk;1;Fluid Dynamics
Irena Vodenska-Chitkushev;1;Physics and Society
E. Nerush;3;Plasma Physics
Ming-Feng Zhang;1;Physics and Society
Keith Briggs;1;Physics and Society
Amiel A. Ishaaya;1;Optics
Taylor D. Grow;1;Optics
Luat T. Vuong;1;Optics
Ari Lehto;1;General Physics
Zoltan Batiz;1;Computational Physics
S. Cecchini;1;Instrumentation and Detectors
M. Frutti;1;Instrumentation and Detectors
Horst R. Beyer;1;History and Philosophy of Physics
Kechi Nzerem;5;Atmospheric and Oceanic Physics
Thomas Laepple;6;Atmospheric and Oceanic Physics
Aiqing Chen;1;Optics
M.F. Gelin;1;Chemical Physics
D.S. Kosov;1;Chemical Physics
Chun-Hsiung Hsia;1;Atmospheric and Oceanic Physics
Tian Ma;3;Atmospheric and Oceanic Physics
Shouhong Wang;3;Atmospheric and Oceanic Physics
Marco Ellero;3;Fluid Dynamics
Claudio Cremaschini;4;Fluid Dynamics
T. Burghelea;1;Fluid Dynamics
K. Wielage-Burchard;1;Fluid Dynamics
I. A. Frigaard;1;Fluid Dynamics
D. M. Martinez;1;Fluid Dynamics
J. J. Feng;1;Fluid Dynamics
Sebastien Balibar;1;History and Philosophy of Physics
Adam Siemienski;1;Data Analysis, Statistics and Probability
Alicja Kebel;1;Data Analysis, Statistics and Probability
Piotr Klajner;1;Data Analysis, Statistics and Probability
C.A.N.Conde;1;Atomic Physics
C. Schwob;1;Atomic Physics
D.Taqqu;1;Atomic Physics
Frédéric Dias;10;No primary subject
Denys Dutykh;18;No primary subject
F. DeJongh;1;Accelerator Physics
D. McGinnis;1;Accelerator Physics
E. Prebys;1;Accelerator Physics
T. Rosenband;2;Atomic Physics
P. O. Schmidt;1;Atomic Physics
D. B. Hume;1;Atomic Physics
Gennady Tartakovsky;1;Optics
A. Watanabe;1;Physics and Society
N. Uchida;1;Physics and Society
N. Kikuchi;1;Physics and Society
Mark E. Perel'man;6;Atmospheric and Oceanic Physics
Galina M. Rubinstein;2;No primary subject
J. Benhelm;3;Atomic Physics
G. Kirchmair;3;Atomic Physics
U. Rapol;1;Atomic Physics
T. Koerber;1;Atomic Physics
C. F. Roos;5;No primary subject
Y. C. Jian;3;No primary subject
L. F. Zhang;2;No primary subject
C. Z. Fan;2;No primary subject
K. Urbanowicz;1;Medical Physics
R. Baranowski;1;Medical Physics
J.A. Holyst;1;Medical Physics
G.H. Weiss;1;Physics and Society
Soma Sanyal;1;Physics and Society
Youen Kervella;2;Fluid Dynamics
Jihui Wang;1;Instrumentation and Detectors
Qingyou Lu;1;Instrumentation and Detectors
Xuefeng Cui;1;Instrumentation and Detectors
Bing Wang;2;No primary subject
Giovanni Arcioni;1;History and Philosophy of Physics
Sebastian de Haro;1;History and Philosophy of Physics
Leonard Susskind;1;History and Philosophy of Physics
Kaito Umemura;1;Physics and Society
Kuniyoshi Ebina;1;Physics and Society
F. Buisseret;2;No primary subject
Anna M. Chmiel;2;Physics and Society
Krzysztof Suchecki;1;Physics and Society
M. Woloszyn;1;Physics and Society
V. E. Lembessis;2;No primary subject
D. Ellinas;1;Optics
A. J. Wright;1;Optics
J. M. Girkin;1;Optics
A. S. Arnold;4;No primary subject
B.E. Sauer;2;Atomic Physics
H.T. Ashworth;1;Atomic Physics
J.J. Hudson;2;Atomic Physics
M.R. Tarbutt;2;Atomic Physics
H. Chagani;3;Instrumentation and Detectors
E. J. Daw;3;Instrumentation and Detectors
Mikhail Kostin;1;Accelerator Physics
Zhijing Tang;1;Accelerator Physics
Denis Brousseau;2;No primary subject
Hubert-Jean Ruel;1;Optics
Jocelyn Parent;2;No primary subject
D. de Ceglia;6;Optics
M. De Sario;3;Optics
A. D'Orazio;3;Optics
V. Petruzzelli;3;Optics
M. A. Vincenti;4;Optics
F. Prudenzano;3;Optics
M. Scalora;9;Optics
Sagar Chakraborty;11;Fluid Dynamics
Alexandre A. Martins;4;Classical Physics
Myong-Seop Kim;1;Medical Physics
Byung-Chul Lee;1;Medical Physics
Sung-Yul Hwang;1;Medical Physics
Heonil Kim;1;Medical Physics
Byung-Jin Jun;1;Medical Physics
C.N. Baroud;1;Fluid Dynamics
J.-P. Delville;1;Fluid Dynamics
F. Gallaire;1;Fluid Dynamics
R. Wunenburger;1;Fluid Dynamics
Sergio B. Volchan;2;History and Philosophy of Physics
L. Gargaté;3;Plasma Physics
A. T. Black;1;Atomic Physics
William J. Glover;2;No primary subject
Ross E. Larsen;2;No primary subject
Benjamin J. Schwartz;2;No primary subject
S. Lami;1;Instrumentation and Detectors
G. Latino;1;Instrumentation and Detectors
E. Oliveri;1;Instrumentation and Detectors
L. Ropelewski;1;Instrumentation and Detectors
N. Turini;1;Instrumentation and Detectors
F. P. Rosselli;1;Chemical Physics
A. B. F. da Silva;3;Chemical Physics
EXO Collaboration;1;Instrumentation and Detectors
F. LePort;5;Instrumentation and Detectors
L. Bartoszek;1;Instrumentation and Detectors
R. DeVoe;5;Instrumentation and Detectors
P. Fierlinger;6;Instrumentation and Detectors
B. Flatt;6;Instrumentation and Detectors
G. Gratta;6;Instrumentation and Detectors
M. Green;6;Instrumentation and Detectors
T. Koffas;1;Instrumentation and Detectors
M. Montero Diez;5;Instrumentation and Detectors
R. Neilson;6;Instrumentation and Detectors
K. O'Sullivan;4;Instrumentation and Detectors
S. Waldman;3;Instrumentation and Detectors
J. Wodin;6;Instrumentation and Detectors
D. Woisard;1;Instrumentation and Detectors
E. Baussan;4;Instrumentation and Detectors
M. Breidenbach;6;Instrumentation and Detectors
R. Conley;5;Instrumentation and Detectors
W. Fairbank Jr.;5;Instrumentation and Detectors
J. Farine;5;Instrumentation and Detectors
C. Hall;6;Instrumentation and Detectors
K. Hall;5;Instrumentation and Detectors
D. Hallman;5;Instrumentation and Detectors
C. Hargrove;5;Instrumentation and Detectors
J. Hodgson;5;Instrumentation and Detectors
S. Jeng;2;Instrumentation and Detectors
D.S. Leonard;4;Instrumentation and Detectors
D. Mackay;5;Instrumentation and Detectors
Y. Martin;3;Instrumentation and Detectors
A. Odian;5;Instrumentation and Detectors
L. Ounalli;4;Instrumentation and Detectors
A. Piepke;5;Instrumentation and Detectors
P.C. Rowson;4;Instrumentation and Detectors
K. Skarpaas;4;Instrumentation and Detectors
D. Schenker;5;Instrumentation and Detectors
D. Sinclair;5;Instrumentation and Detectors
V. Stekhanov;3;Instrumentation and Detectors
V. Strickland;6;Instrumentation and Detectors
C. Virtue;4;Instrumentation and Detectors
J.-L. Vuilleumier;4;Instrumentation and Detectors
J.-M. Vuilleumier;3;Instrumentation and Detectors
K. Wamba;5;Instrumentation and Detectors
P. Weber;4;Instrumentation and Detectors
Mingzhou Chen;1;Optics
Jan C. Olivier;1;Optics
Fernanda Cipriano;1;Plasma Physics
G. Krenz;1;Optics
S. Bux;1;Optics
S. Slama;1;Optics
Ph.W. Courteille;1;Optics
